,V1_V2,V1_V3,V1_V4,V2_V3,V2_V4,V3_V4
NP2SPCH,0.06295058551996947,0.017223874295637823,3.5331996963782054e-06,0.6311468720632488,0.004755685295788189,0.016321943819334703
NP2TURN,3.869872061981302e-05,0.0007840495640072737,2.8310862238710513e-13,0.4899447719756571,0.00034567704059864404,2.973536217992808e-05
NP2WALK,0.018786486106175587,0.0028964315626802384,8.81345385223207e-09,0.533379500125525,0.0004900566945016417,0.003863603590410633
NP3BRADY,0.24399280691264677,0.040007766536100275,0.0025949585523568383,0.38816655148144963,0.07919380505761606,0.3853639051050256
NP3FACXP,0.7950565646428008,1.0,0.052413013562429285,0.8030585398551554,0.09233864920116852,0.06123397357025517
NP3FTAPL,0.11095080788429341,0.027901241883264226,0.0008251183916268747,0.5314266518449073,0.07660896956431275,0.25816094419655644
NP3FTAPR,0.18468549172519652,0.18005879959398666,0.07798333347048751,1.0,0.6894353948209393,0.6864381646353936
NP3HMOVL,0.0167390624755815,0.03131446476007455,0.00021139718747671552,0.8360924002719055,0.20765904625095252,0.14564816577235734
NP3HMOVR,0.10572903489839548,0.11829169055431107,0.01673608004047319,0.9583311202771279,0.48318668831187195,0.4507543076018048
NP3LGAGL,0.08511330278038415,0.02404494072925219,1.1699042877275511e-07,0.626019868202617,0.0003255724399341968,0.0014445111989698511
NP3LGAGR,0.8379416504488452,0.2870800657848742,0.00036453685780303373,0.22208065338494132,0.00027568708357992243,0.013588189830711228
NP3POSTR,0.019759486999276068,0.006926669122015904,1.4119862968036464e-05,0.7107783856859626,0.032703838642273615,0.07471146080558687
NP3PRSPL,0.2903888775720596,0.17593034392570742,0.006006209548833654,0.8015834382861772,0.09958480353009103,0.14714097254558475
NP3PTRML,0.1770375421068525,0.45057394521540495,1.0,0.5770530147953946,0.17392482415368773,0.44734622974779015
NP3RIGN,0.11021567599252242,0.005580337487737635,0.0001086034303055439,0.20963756221304564,0.017387288447214922,0.2748899948512133
NP3RIGRU,0.11428748602501769,0.1805694896658134,0.018079390165850837,0.8299531269313583,0.418342523385587,0.3134501321159818
NP3RISNG,0.058134259194442914,0.008807638593954616,0.00016105383148999757,0.4221957891031749,0.05733064865351474,0.2942913134745663
NP3RTCON,0.49629153246279545,0.5209298022795916,0.9709043775750893,0.20085342541778192,0.5013088428738802,0.571529036247897
NP3SPCH,0.023530568832085975,0.013487670197563162,5.541910190826421e-06,0.8213816519534368,0.017576574331852095,0.03236020181402622
NP3TTAPL,0.20150105350465197,0.10852587813782918,6.293130917020184e-07,0.7869844958755114,0.0001910594229055924,0.00030948538186339894
NP3TTAPR,0.14500086359038744,0.030255193646937406,6.294086640825328e-05,0.46631659423388794,0.007794947132546368,0.05009161421401944
